row_num,timestamp,date,time_utc,temp_dht,temp_ds18,temp_delta,humidity,soil_moisture,co2,light_intensity,heat_index,vpd_kpa,fan_state,pump_state,sensor_source,ds_status
1459,1781855485.535,2026-06-19,07:51:25,42.75,43.21,0.46,39.17,40.47,663.9,10607.0,55.2,5.187,OFF,OFF,simulator,ok
1460,1781855490.548,2026-06-19,07:51:30,42.21,42.38,0.17,37.45,42.35,662.6,10297.0,52.44,5.185,OFF,OFF,simulator,ok
1461,1781855495.608,2026-06-19,07:51:35,42.38,41.75,0.63,37.88,40.06,650.9,10079.4,53.21,5.196,OFF,OFF,simulator,ok
1462,1781855500.608,2026-06-19,07:51:40,41.89,41.79,0.1,36.83,40.48,670.8,10608.6,51.18,5.149,ON,OFF,simulator,ok
1463,1781855505.616,2026-06-19,07:51:45,41.93,41.18,0.75,38.16,38.55,658.5,10313.1,52.18,5.052,ON,OFF,simulator,ok
1464,1781856050.358,2026-06-19,08:00:50,41.9,41.28,0.62,41.36,41.83,665.7,10320.3,54.37,4.783,OFF,OFF,simulator,ok
1465,1781856055.361,2026-06-19,08:00:55,42.27,42.16,0.11,39.51,45.38,669.4,10402.6,54.08,5.03,OFF,OFF,simulator,ok
1466,1781856060.362,2026-06-19,08:01:00,41.56,41.94,0.38,37.52,40.25,668.9,10146.0,50.77,5.005,OFF,OFF,simulator,ok
1467,1781856065.363,2026-06-19,08:01:05,41.78,41.77,0.01,39.53,38.11,643.1,10175.1,52.72,4.901,ON,OFF,simulator,ok
1468,1781856070.363,2026-06-19,08:01:10,42.24,42.55,0.31,37.52,39.28,655.4,10099.8,52.57,5.188,ON,OFF,simulator,ok
1469,1781856075.363,2026-06-19,08:01:15,42.25,42.33,0.08,38.91,41.1,671.2,10166.1,53.59,5.075,ON,OFF,simulator,ok
1470,1781856080.365,2026-06-19,08:01:20,41.92,41.76,0.16,35.45,38.38,659.9,10349.6,50.35,5.27,ON,OFF,simulator,ok
1471,1781856085.364,2026-06-19,08:01:25,42.09,41.65,0.44,40.31,37.7,661.7,10325.9,54.15,4.917,ON,OFF,simulator,ok
1472,1781856090.365,2026-06-19,08:01:30,41.77,41.76,0.01,39.3,42.97,650.7,10326.5,52.53,4.917,ON,OFF,simulator,ok
1473,1781856095.365,2026-06-19,08:01:35,41.86,41.9,0.04,34.36,41.7,673.4,10581.8,49.51,5.342,ON,OFF,simulator,ok
1474,1781856100.366,2026-06-19,08:01:40,41.29,40.72,0.57,39.07,39.83,659.6,9716.8,51.07,4.812,ON,OFF,simulator,ok
1475,1781856105.366,2026-06-19,08:01:45,42.11,42.34,0.23,36.88,39.15,665.9,10234.8,51.78,5.205,ON,OFF,simulator,ok
1476,1781856110.367,2026-06-19,08:01:50,42.19,42.13,0.06,37.6,40.91,665.5,10459.9,52.49,5.167,ON,OFF,simulator,ok
1477,1781856115.367,2026-06-19,08:01:55,41.9,41.98,0.08,36.64,40.51,648.9,10142.4,51.07,5.168,ON,OFF,simulator,ok
1478,1781856120.370,2026-06-19,08:02:00,42.29,42.03,0.26,39.49,41.46,640.0,10022.3,54.12,5.037,ON,OFF,simulator,ok
1479,1781856125.370,2026-06-19,08:02:05,42.09,41.66,0.43,35.92,40.44,661.0,10346.0,51.09,5.279,ON,OFF,simulator,ok
1480,1781856130.371,2026-06-19,08:02:10,42.23,42.25,0.02,37.33,39.53,653.7,10196.7,52.41,5.201,ON,OFF,simulator,ok
1481,1781856135.373,2026-06-19,08:02:15,42.04,42.25,0.21,37.52,38.43,665.5,9943.0,52.04,5.133,ON,OFF,simulator,ok
1482,1781856140.373,2026-06-19,08:02:20,42.42,42.22,0.2,38.57,42.32,685.5,10214.2,53.82,5.149,ON,OFF,simulator,ok
1483,1781856145.373,2026-06-19,08:02:25,42.34,42.39,0.05,37.66,36.97,658.3,10263.1,52.94,5.203,ON,OFF,simulator,ok
1484,1781856150.374,2026-06-19,08:02:30,42.42,42.04,0.38,37.48,47.78,652.0,10349.9,53.03,5.24,ON,OFF,simulator,ok
1485,1781856155.374,2026-06-19,08:02:35,42.46,43.11,0.65,36.99,39.57,666.5,10197.3,52.79,5.292,ON,OFF,simulator,ok
1486,1781856160.376,2026-06-19,08:02:40,41.95,42.36,0.41,39.79,39.07,638.5,10083.8,53.38,4.924,ON,OFF,simulator,ok
1487,1781856165.377,2026-06-19,08:02:45,42.24,41.83,0.41,40.02,39.63,661.4,10030.7,54.37,4.98,ON,OFF,simulator,ok
1488,1781856170.375,2026-06-19,08:02:50,42.13,41.96,0.17,40.12,41.2,661.2,10347.1,54.13,4.943,ON,OFF,simulator,ok
1489,1781856175.377,2026-06-19,08:02:55,42.44,42.37,0.07,36.5,43.78,664.5,10058.7,52.39,5.328,ON,OFF,simulator,ok
1490,1781856180.377,2026-06-19,08:03:00,42.06,42.16,0.1,37.37,40.79,667.6,10441.6,51.99,5.151,ON,OFF,simulator,ok
1491,1781856185.377,2026-06-19,08:03:05,42.2,42.41,0.21,38.61,42.03,657.8,10120.9,53.23,5.086,ON,OFF,simulator,ok
1492,1781856190.378,2026-06-19,08:03:10,42.24,41.98,0.26,39.42,42.13,674.3,10283.4,53.93,5.03,ON,OFF,simulator,ok
1493,1781856225.631,2026-06-19,08:03:45,42.59,42.65,0.06,37.42,42.45,657.5,10210.3,53.45,5.292,ON,OFF,simulator,ok
1494,1781856230.631,2026-06-19,08:03:50,42.49,42.03,0.46,36.59,44.73,660.5,10105.2,52.59,5.334,ON,OFF,simulator,ok
1495,1781856235.632,2026-06-19,08:03:55,42.11,43.26,1.15,36.15,35.31,664.6,10370.2,51.29,5.265,ON,OFF,simulator,ok
1496,1781856240.633,2026-06-19,08:04:00,42.41,42.45,0.04,38.32,42.42,663.2,10572.0,53.61,5.167,ON,OFF,simulator,ok
1497,1781856245.633,2026-06-19,08:04:05,41.83,42.16,0.33,37.86,38.36,674.9,10461.0,51.71,5.05,ON,OFF,simulator,ok
1498,1782567778.603,2026-06-27,13:42:58,33.07,33.73,0.66,21.99,26.16,285.4,3170.9,31.17,3.939,OFF,OFF,simulator,ok
1499,1782567783.615,2026-06-27,13:43:03,32.7,32.53,0.17,22.7,28.41,294.6,3386.7,30.84,3.823,OFF,OFF,simulator,ok
1500,1782567788.624,2026-06-27,13:43:08,33.9,34.24,0.34,22.68,26.82,284.7,3072.9,32.12,4.09,OFF,OFF,simulator,ok
1501,1782567793.617,2026-06-27,13:43:13,33.35,33.15,0.2,20.59,30.37,302.3,3066.4,31.34,4.074,OFF,OFF,simulator,ok
1502,1782567798.625,2026-06-27,13:43:18,32.78,32.46,0.32,22.57,27.24,317.9,3324.7,30.91,3.847,OFF,OFF,simulator,ok
1503,1782567803.627,2026-06-27,13:43:23,32.98,33.67,0.69,19.9,29.17,301.4,3146.8,30.91,4.025,OFF,OFF,simulator,ok
1504,1782567808.643,2026-06-27,13:43:28,32.68,32.88,0.2,21.78,30.79,305.6,3201.3,30.75,3.865,ON,OFF,simulator,ok
1505,1782567813.654,2026-06-27,13:43:33,33.38,33.43,0.05,22.83,27.28,292.2,3491.2,31.57,3.965,OFF,OFF,simulator,ok
1506,1782567818.655,2026-06-27,13:43:38,32.5,32.72,0.22,23.85,26.52,286.4,3227.7,30.73,3.724,OFF,OFF,simulator,ok
1507,1782567823.659,2026-06-27,13:43:43,33.2,33.16,0.04,23.9,29.49,306.6,2889.5,31.48,3.871,OFF,OFF,simulator,ok
1508,1782567828.659,2026-06-27,13:43:48,33.16,33.3,0.14,22.78,28.73,295.0,3156.9,31.33,3.919,OFF,OFF,simulator,ok
1509,1782567833.659,2026-06-27,13:43:53,33.09,32.85,0.24,22.54,26.91,294.5,2851.3,31.23,3.916,OFF,OFF,simulator,ok
1510,1782567838.660,2026-06-27,13:43:58,33.56,33.38,0.18,22.12,29.23,294.0,3242.2,31.69,4.042,OFF,OFF,simulator,ok
1511,1782567843.663,2026-06-27,13:44:03,32.96,33.75,0.79,22.34,26.83,313.0,3032.1,31.08,3.898,OFF,OFF,simulator,ok
1512,1782567848.662,2026-06-27,13:44:08,32.43,32.45,0.02,23.0,27.83,293.4,3057.7,30.59,3.751,OFF,OFF,simulator,ok
1513,1782567853.667,2026-06-27,13:44:13,33.49,34.01,0.52,25.24,25.12,307.3,2948.0,31.96,3.865,OFF,OFF,simulator,ok
1514,1782567858.670,2026-06-27,13:44:18,33.08,32.71,0.37,19.65,28.19,301.4,3139.7,30.99,4.06,OFF,OFF,simulator,ok
1515,1782567863.666,2026-06-27,13:44:23,33.54,33.98,0.44,20.66,25.71,302.4,3147.0,31.54,4.113,ON,OFF,simulator,ok
1516,1782567868.666,2026-06-27,13:44:28,32.84,33.36,0.52,22.52,27.11,295.4,2958.7,30.97,3.863,OFF,OFF,simulator,ok
1517,1782567873.668,2026-06-27,13:44:33,33.4,33.72,0.32,21.92,26.74,291.6,3058.6,31.5,4.017,OFF,OFF,simulator,ok
1518,1782567878.667,2026-06-27,13:44:38,32.71,32.52,0.19,21.16,28.83,271.9,3072.5,30.73,3.902,OFF,OFF,simulator,ok
1519,1782567883.669,2026-06-27,13:44:43,33.3,33.07,0.23,21.52,28.5,291.5,3072.8,31.36,4.015,OFF,OFF,simulator,ok
1520,1782567888.669,2026-06-27,13:44:48,33.32,33.07,0.25,25.53,26.62,320.7,3048.3,31.8,3.814,OFF,OFF,simulator,ok
1521,1782567893.671,2026-06-27,13:44:53,33.36,34.09,0.73,24.32,28.89,312.9,3237.1,31.7,3.884,OFF,OFF,simulator,ok
1522,1782567898.672,2026-06-27,13:44:58,32.84,32.3,0.54,24.44,25.7,312.3,2967.9,31.15,3.767,OFF,OFF,simulator,ok
1523,1782567903.679,2026-06-27,13:45:03,32.86,32.95,0.09,22.14,27.85,292.8,3154.9,30.96,3.886,OFF,OFF,simulator,ok
1524,1782567908.672,2026-06-27,13:45:08,32.88,33.61,0.73,23.76,26.66,278.4,2896.3,31.13,3.809,OFF,OFF,simulator,ok
1525,1782567913.673,2026-06-27,13:45:13,33.14,32.9,0.24,21.69,24.6,294.0,2793.7,31.21,3.97,OFF,OFF,simulator,ok
1526,1782567918.676,2026-06-27,13:45:18,32.77,33.27,0.5,22.58,29.06,302.1,3031.1,30.91,3.844,OFF,ON,simulator,ok
1527,1782567923.678,2026-06-27,13:45:23,32.43,32.36,0.07,23.07,27.77,294.4,3294.8,30.6,3.748,OFF,OFF,simulator,ok
1528,1782567928.679,2026-06-27,13:45:28,33.14,33.52,0.38,22.61,27.41,305.5,3462.4,31.29,3.924,OFF,OFF,simulator,ok
1529,1782567933.685,2026-06-27,13:45:33,32.93,33.41,0.48,25.13,27.84,304.3,2983.2,31.32,3.751,OFF,OFF,simulator,ok
1530,1782567938.681,2026-06-27,13:45:38,32.3,32.15,0.15,25.3,29.3,293.2,2937.5,30.66,3.612,OFF,OFF,simulator,ok
1531,1782567943.681,2026-06-27,13:45:43,32.83,33.09,0.26,21.29,28.32,309.6,2959.6,30.86,3.922,OFF,OFF,simulator,ok
1532,1782567948.682,2026-06-27,13:45:48,32.41,32.0,0.41,21.78,28.52,316.8,3317.4,30.48,3.806,OFF,OFF,simulator,ok
1533,1782567953.683,2026-06-27,13:45:53,33.09,32.53,0.56,21.5,26.15,300.2,3142.1,31.14,3.969,OFF,OFF,simulator,ok
1534,1782567958.687,2026-06-27,13:45:58,33.41,33.11,0.3,22.4,24.86,298.9,2946.7,31.56,3.994,OFF,OFF,simulator,ok
1535,1782567963.688,2026-06-27,13:46:03,33.03,33.17,0.14,19.6,31.65,282.5,2999.9,30.94,4.051,OFF,ON,simulator,ok
1536,1782567968.690,2026-06-27,13:46:08,33.64,33.52,0.12,23.38,27.2,294.3,2927.9,31.91,3.995,ON,OFF,simulator,ok
1537,1782567973.689,2026-06-27,13:46:13,32.87,32.73,0.14,22.16,30.38,296.3,3099.8,30.97,3.887,OFF,OFF,simulator,ok
1538,1782567978.689,2026-06-27,13:46:18,32.68,32.08,0.6,20.75,31.2,297.2,3071.3,30.68,3.915,OFF,OFF,simulator,ok
1539,1782567983.691,2026-06-27,13:46:23,32.01,32.57,0.56,23.25,23.23,297.4,2759.4,30.19,3.651,OFF,OFF,simulator,ok
1540,1782567988.691,2026-06-27,13:46:28,32.77,33.26,0.49,22.43,25.31,295.6,2814.3,30.89,3.852,OFF,ON,simulator,ok
1541,1782567993.691,2026-06-27,13:46:33,32.97,32.23,0.74,21.32,28.28,281.9,3344.2,31.01,3.951,OFF,OFF,simulator,ok
1542,1782567998.692,2026-06-27,13:46:38,32.78,32.68,0.1,25.72,29.44,297.1,3086.0,31.21,3.691,OFF,OFF,simulator,ok
1543,1782568003.693,2026-06-27,13:46:43,32.76,33.33,0.57,22.09,28.28,290.8,3079.3,30.86,3.867,OFF,OFF,simulator,ok
1544,1782568008.693,2026-06-27,13:46:48,32.25,32.72,0.47,21.56,29.68,297.5,2948.2,30.31,3.783,OFF,OFF,simulator,ok
1545,1782568013.693,2026-06-27,13:46:53,33.41,33.44,0.03,23.5,27.16,284.6,2836.7,31.67,3.937,OFF,OFF,simulator,ok
1546,1782568018.693,2026-06-27,13:46:58,33.19,31.99,1.2,22.67,29.25,295.6,2931.8,31.35,3.931,OFF,OFF,simulator,ok
1547,1782568023.695,2026-06-27,13:47:03,33.47,33.89,0.42,23.69,28.05,302.2,2969.1,31.76,3.941,OFF,OFF,simulator,ok
1548,1782568028.695,2026-06-27,13:47:08,33.2,33.29,0.09,22.65,24.62,303.6,3245.6,31.36,3.935,OFF,OFF,simulator,ok
1549,1782568033.696,2026-06-27,13:47:13,33.17,32.33,0.84,24.79,26.23,275.7,3028.6,31.54,3.819,OFF,ON,simulator,ok
1550,1782568038.697,2026-06-27,13:47:18,32.89,32.63,0.26,24.87,27.68,286.4,2997.9,31.25,3.756,OFF,OFF,simulator,ok
1551,1782568043.696,2026-06-27,13:47:23,32.6,33.2,0.6,24.67,27.04,282.8,3276.4,30.91,3.705,OFF,OFF,simulator,ok
1552,1782568048.698,2026-06-27,13:47:28,32.85,32.58,0.27,26.41,24.65,278.8,3062.6,31.37,3.671,OFF,OFF,simulator,ok
1553,1782568053.698,2026-06-27,13:47:33,32.82,33.03,0.21,25.1,26.04,281.3,3157.3,31.19,3.73,OFF,ON,simulator,ok
1554,1782568058.699,2026-06-27,13:47:38,32.57,33.15,0.58,22.72,26.03,288.1,3080.3,30.71,3.795,OFF,OFF,simulator,ok
1555,1782568063.699,2026-06-27,13:47:43,32.62,32.27,0.35,22.31,25.67,307.9,3139.3,30.73,3.825,OFF,OFF,simulator,ok
1556,1782568068.700,2026-06-27,13:47:48,32.93,32.63,0.3,21.36,25.39,295.1,3071.5,30.97,3.94,OFF,OFF,simulator,ok
1557,1782568073.702,2026-06-27,13:47:53,32.6,33.0,0.4,21.96,29.15,285.1,3092.9,30.68,3.838,OFF,OFF,simulator,ok
1558,1782568078.704,2026-06-27,13:47:58,32.5,32.46,0.04,23.3,26.48,293.5,2852.1,30.69,3.751,OFF,OFF,simulator,ok
1559,1782568083.704,2026-06-27,13:48:03,32.28,32.06,0.22,23.68,27.21,279.1,2976.7,30.5,3.687,OFF,OFF,simulator,ok
1560,1782568088.704,2026-06-27,13:48:08,32.43,31.83,0.6,22.58,27.46,291.8,3242.9,30.56,3.772,OFF,OFF,simulator,ok
1561,1782568093.704,2026-06-27,13:48:13,32.92,33.15,0.23,24.42,29.41,289.4,3192.5,31.23,3.785,OFF,OFF,simulator,ok
1562,1782568098.704,2026-06-27,13:48:18,32.91,33.19,0.28,22.22,24.72,298.7,3300.8,31.02,3.893,OFF,OFF,simulator,ok
1563,1782568103.705,2026-06-27,13:48:23,32.89,33.03,0.14,21.9,27.09,284.0,2914.8,30.97,3.904,OFF,ON,simulator,ok
1564,1782568108.707,2026-06-27,13:48:28,32.57,32.16,0.41,22.9,23.99,310.8,2890.8,30.73,3.786,OFF,OFF,simulator,ok
1565,1782568113.710,2026-06-27,13:48:33,33.21,33.73,0.52,21.52,29.43,295.5,3104.9,31.27,3.994,OFF,ON,simulator,ok
1566,1782568118.711,2026-06-27,13:48:38,33.09,33.22,0.13,23.0,24.54,292.5,3262.3,31.28,3.893,OFF,OFF,simulator,ok
1567,1782568123.718,2026-06-27,13:48:43,33.29,32.65,0.64,22.25,24.88,266.8,3283.9,31.42,3.975,OFF,ON,simulator,ok
1568,1782568128.718,2026-06-27,13:48:48,32.63,33.13,0.5,22.75,27.51,292.6,3127.4,30.78,3.806,OFF,ON,simulator,ok
1569,1782568133.719,2026-06-27,13:48:53,32.75,32.68,0.07,22.42,27.79,284.0,2982.9,30.87,3.848,OFF,OFF,simulator,ok
1570,1782568138.719,2026-06-27,13:48:58,32.87,33.25,0.38,22.01,28.46,301.8,3226.5,30.96,3.894,OFF,OFF,simulator,ok
1571,1782568143.720,2026-06-27,13:49:03,32.82,32.6,0.22,23.71,25.93,314.9,2877.7,31.06,3.799,OFF,OFF,simulator,ok
1572,1782568148.724,2026-06-27,13:49:08,33.2,33.26,0.06,20.41,28.21,266.8,2618.2,31.17,4.049,OFF,OFF,simulator,ok
1573,1782568153.722,2026-06-27,13:49:13,32.86,32.45,0.41,21.7,26.1,310.3,2641.8,30.93,3.908,OFF,OFF,simulator,ok
1574,1782568158.723,2026-06-27,13:49:18,32.55,33.13,0.58,21.06,28.74,318.1,2845.2,30.57,3.872,OFF,OFF,simulator,ok
1575,1782568163.723,2026-06-27,13:49:23,32.54,32.73,0.19,21.24,27.0,271.6,2817.2,30.57,3.861,OFF,OFF,simulator,ok
1576,1782568168.725,2026-06-27,13:49:28,32.98,32.66,0.32,21.89,23.62,296.2,3214.5,31.06,3.925,OFF,OFF,simulator,ok
1577,1782568173.724,2026-06-27,13:49:33,32.98,33.4,0.42,22.27,28.93,260.3,2905.3,31.1,3.906,OFF,ON,simulator,ok
1578,1782568178.727,2026-06-27,13:49:38,32.6,32.07,0.53,20.86,27.12,294.2,2811.0,30.6,3.892,OFF,OFF,simulator,ok
1579,1782568183.727,2026-06-27,13:49:43,32.68,32.51,0.17,23.86,24.7,291.3,3079.6,30.92,3.762,OFF,OFF,simulator,ok
1580,1782568188.727,2026-06-27,13:49:48,33.02,32.81,0.21,23.25,25.72,286.7,3156.3,31.23,3.865,OFF,ON,simulator,ok
1581,1782568193.736,2026-06-27,13:49:53,32.43,32.7,0.27,21.23,26.09,297.6,3051.5,30.46,3.837,OFF,OFF,simulator,ok
1582,1782568198.734,2026-06-27,13:49:58,33.1,32.87,0.23,21.93,26.4,263.3,3110.8,31.19,3.949,OFF,OFF,simulator,ok
1583,1782568203.734,2026-06-27,13:50:03,31.99,31.83,0.16,21.06,30.73,268.3,2563.8,30.03,3.751,OFF,OFF,simulator,ok
1584,1782568208.738,2026-06-27,13:50:08,32.78,33.25,0.47,22.55,25.15,295.6,2733.6,30.91,3.848,OFF,OFF,simulator,ok
1585,1782568213.739,2026-06-27,13:50:13,33.01,32.27,0.74,24.49,27.99,278.9,2533.1,31.34,3.8,OFF,OFF,simulator,ok
1586,1782568218.739,2026-06-27,13:50:18,32.87,33.34,0.47,24.23,29.0,296.1,3053.7,31.16,3.784,OFF,OFF,simulator,ok
1587,1782568223.740,2026-06-27,13:50:23,33.06,33.15,0.09,19.1,25.08,288.4,3082.3,30.94,4.083,OFF,OFF,simulator,ok
1588,1782568228.741,2026-06-27,13:50:28,32.61,32.79,0.18,20.18,29.34,301.4,3011.1,30.57,3.928,ON,OFF,simulator,ok
1589,1782568233.747,2026-06-27,13:50:33,33.2,32.84,0.36,22.81,27.92,297.8,3212.7,31.38,3.927,OFF,OFF,simulator,ok
1590,1782568238.742,2026-06-27,13:50:38,33.01,33.19,0.18,21.63,26.3,294.2,3292.1,31.07,3.944,OFF,OFF,simulator,ok
1591,1782568243.743,2026-06-27,13:50:43,32.86,32.67,0.19,23.06,26.97,293.2,2669.4,31.04,3.84,OFF,OFF,simulator,ok
1592,1782568248.744,2026-06-27,13:50:48,33.03,33.26,0.23,22.78,26.23,275.0,2967.3,31.19,3.891,OFF,OFF,simulator,ok
1593,1782568253.745,2026-06-27,13:50:53,32.61,32.89,0.28,22.62,28.08,300.2,2618.4,30.74,3.808,OFF,OFF,simulator,ok
1594,1782568258.747,2026-06-27,13:50:58,32.33,31.72,0.61,22.25,25.11,303.4,2934.4,30.44,3.766,OFF,OFF,simulator,ok
1595,1782568263.746,2026-06-27,13:51:03,32.31,32.86,0.55,20.14,30.2,268.2,2802.6,30.28,3.864,OFF,OFF,simulator,ok
1596,1782568268.746,2026-06-27,13:51:08,32.59,33.11,0.52,21.39,26.19,292.4,2902.7,30.63,3.864,OFF,OFF,simulator,ok
1597,1782568273.746,2026-06-27,13:51:13,32.89,32.75,0.14,15.82,27.74,302.4,3061.4,30.61,4.208,OFF,OFF,simulator,ok
1598,1782568278.749,2026-06-27,13:51:18,32.82,33.29,0.47,21.83,26.06,296.1,3074.7,30.9,3.893,ON,OFF,simulator,ok
1599,1782568283.749,2026-06-27,13:51:23,32.92,33.07,0.15,21.54,27.56,270.9,2932.0,30.97,3.929,OFF,OFF,simulator,ok
1600,1782568288.750,2026-06-27,13:51:28,32.86,33.59,0.73,23.57,29.03,297.6,2817.8,31.09,3.814,OFF,OFF,simulator,ok
1601,1782568293.750,2026-06-27,13:51:33,32.52,32.75,0.23,22.73,29.78,294.3,2884.6,30.66,3.783,OFF,OFF,simulator,ok
1602,1782568298.751,2026-06-27,13:51:38,32.24,32.66,0.42,20.12,24.75,280.2,2663.5,30.21,3.85,OFF,OFF,simulator,ok
1603,1782568303.753,2026-06-27,13:51:43,32.3,32.01,0.29,21.05,25.32,282.5,2644.3,30.32,3.818,OFF,ON,simulator,ok
1604,1782568308.753,2026-06-27,13:51:48,32.92,32.57,0.35,22.35,28.02,297.6,2779.3,31.04,3.888,OFF,OFF,simulator,ok
1605,1782568313.753,2026-06-27,13:51:53,32.63,32.09,0.54,21.87,26.46,274.5,3071.2,30.71,3.849,OFF,OFF,simulator,ok
1606,1782568318.754,2026-06-27,13:51:58,32.88,32.95,0.07,20.74,23.3,288.8,2935.4,30.87,3.96,OFF,OFF,simulator,ok
1607,1782568323.755,2026-06-27,13:52:03,32.0,32.19,0.19,22.37,27.06,294.1,2688.9,30.12,3.691,OFF,ON,simulator,ok
1608,1782568328.755,2026-06-27,13:52:08,32.54,32.75,0.21,20.06,26.63,277.7,2766.4,30.49,3.919,OFF,OFF,simulator,ok
1609,1782568333.756,2026-06-27,13:52:13,32.82,33.51,0.69,24.62,26.18,286.3,2740.2,31.14,3.754,OFF,OFF,simulator,ok
1610,1782568338.757,2026-06-27,13:52:18,32.72,33.32,0.6,21.08,27.47,266.2,3034.1,30.74,3.908,OFF,OFF,simulator,ok
1611,1782568343.758,2026-06-27,13:52:23,32.86,32.56,0.3,24.01,24.53,281.1,3013.8,31.13,3.792,OFF,OFF,simulator,ok
1612,1782568348.758,2026-06-27,13:52:28,32.6,32.54,0.06,22.05,25.51,304.5,2712.8,30.69,3.834,OFF,ON,simulator,ok
1613,1782568353.761,2026-06-27,13:52:33,33.16,33.25,0.09,21.57,27.41,272.1,2795.4,31.22,3.981,OFF,OFF,simulator,ok
1614,1782568358.760,2026-06-27,13:52:38,32.54,32.32,0.22,21.13,28.64,288.1,2839.4,30.56,3.866,OFF,OFF,simulator,ok
1615,1782568363.762,2026-06-27,13:52:43,33.26,33.06,0.2,23.25,29.84,256.7,2848.8,31.48,3.917,OFF,OFF,simulator,ok
1616,1782568368.762,2026-06-27,13:52:48,32.38,33.14,0.76,25.36,27.45,271.0,2931.4,30.75,3.626,OFF,OFF,simulator,ok
1617,1782568373.761,2026-06-27,13:52:53,33.25,33.34,0.09,24.1,28.69,280.4,2783.1,31.56,3.872,OFF,OFF,simulator,ok
1618,1782568378.762,2026-06-27,13:52:58,32.43,31.85,0.58,22.94,29.22,294.6,2938.8,30.59,3.754,OFF,OFF,simulator,ok
1619,1782568383.767,2026-06-27,13:53:03,32.77,32.74,0.03,21.88,24.21,272.7,2930.1,30.85,3.879,OFF,OFF,simulator,ok
1620,1782568388.768,2026-06-27,13:53:08,32.33,32.13,0.2,23.71,25.7,292.2,3033.1,30.55,3.696,OFF,ON,simulator,ok
1621,1782568393.769,2026-06-27,13:53:13,32.33,33.0,0.67,20.06,28.02,284.9,3094.5,30.29,3.872,OFF,OFF,simulator,ok
1622,1782568398.770,2026-06-27,13:53:18,32.79,33.0,0.21,22.21,26.28,289.1,2767.0,30.9,3.867,OFF,OFF,simulator,ok
1623,1782568403.771,2026-06-27,13:53:23,32.94,33.55,0.61,21.07,26.15,269.5,2960.1,30.96,3.957,OFF,OFF,simulator,ok
1624,1782568408.772,2026-06-27,13:53:28,33.23,33.48,0.25,22.73,25.1,289.9,2857.2,31.4,3.937,OFF,OFF,simulator,ok
1625,1782568413.772,2026-06-27,13:53:33,32.12,31.93,0.19,21.19,24.66,313.3,3051.1,30.16,3.773,OFF,OFF,simulator,ok
1626,1782568418.772,2026-06-27,13:53:38,32.22,32.23,0.01,21.0,27.49,303.9,2670.5,30.24,3.803,OFF,ON,simulator,ok
1627,1782568423.773,2026-06-27,13:53:43,33.57,33.64,0.07,25.87,28.86,283.1,2618.7,32.13,3.85,OFF,OFF,simulator,ok
1628,1782568428.777,2026-06-27,13:53:48,32.77,32.82,0.05,23.73,24.61,285.9,2784.4,31.01,3.787,OFF,OFF,simulator,ok
1629,1782568433.776,2026-06-27,13:53:53,32.41,33.01,0.6,21.91,27.55,293.2,2698.0,30.49,3.8,OFF,ON,simulator,ok
1630,1782568438.775,2026-06-27,13:53:58,32.66,32.56,0.1,20.24,25.09,291.0,2534.3,30.62,3.936,OFF,OFF,simulator,ok
1631,1782568443.776,2026-06-27,13:54:03,32.6,32.68,0.08,21.79,27.71,285.4,2781.2,30.67,3.847,OFF,ON,simulator,ok
1632,1782568448.776,2026-06-27,13:54:08,33.01,33.61,0.6,24.78,23.72,266.0,2946.6,31.37,3.786,OFF,OFF,simulator,ok
1633,1782568453.777,2026-06-27,13:54:13,32.94,32.76,0.18,22.65,27.75,309.0,2861.5,31.09,3.878,OFF,ON,simulator,ok
1634,1782568458.778,2026-06-27,13:54:18,32.93,33.34,0.41,20.76,24.31,275.8,2516.7,30.92,3.97,OFF,OFF,simulator,ok
1635,1782568463.779,2026-06-27,13:54:23,32.6,32.24,0.36,24.88,28.01,286.1,2600.5,30.93,3.695,OFF,ON,simulator,ok
1636,1782568468.780,2026-06-27,13:54:28,32.68,32.65,0.03,21.42,27.75,289.2,2700.9,30.72,3.882,OFF,OFF,simulator,ok
1637,1782568473.785,2026-06-27,13:54:33,33.41,33.25,0.16,20.78,27.22,290.9,2999.3,31.41,4.077,OFF,OFF,simulator,ok
1638,1782568478.783,2026-06-27,13:54:38,32.86,32.56,0.3,22.73,27.2,275.6,2859.6,31.01,3.856,OFF,OFF,simulator,ok
1639,1782568483.784,2026-06-27,13:54:43,32.18,31.93,0.25,23.91,28.57,292.1,2715.4,30.41,3.655,OFF,OFF,simulator,ok
1640,1782568488.787,2026-06-27,13:54:48,32.67,32.45,0.22,25.03,22.93,274.8,2988.8,31.02,3.702,OFF,OFF,simulator,ok
1641,1782568493.786,2026-06-27,13:54:53,31.98,31.38,0.6,21.27,26.95,309.5,3025.3,30.03,3.739,OFF,ON,simulator,ok
1642,1782568498.786,2026-06-27,13:54:58,32.57,32.31,0.26,24.68,25.36,295.0,2955.7,30.88,3.698,OFF,OFF,simulator,ok
1643,1782568503.787,2026-06-27,13:55:03,33.14,32.33,0.81,23.28,28.0,283.8,2672.2,31.36,3.89,OFF,OFF,simulator,ok
1644,1782568508.787,2026-06-27,13:55:08,32.89,33.52,0.63,20.22,27.41,279.7,2382.0,30.85,3.988,OFF,OFF,simulator,ok
